Confidence Level,EasyOCR WER,Pytesseract WER
0.0,1.0769230769230769,1.6346153846153846
0.1,1.0769230769230769,1.3846153846153846
0.2,1.0576923076923077,1.2884615384615385
0.3,1.0576923076923077,1.25
0.4,1.0576923076923077,1.1346153846153846
0.5,1.0192307692307692,1.0576923076923077
0.6,0.9807692307692307,0.9807692307692307
0.7,0.8653846153846154,0.9423076923076923
0.8,0.7884615384615384,0.8846153846153846
0.9,0.6923076923076923,0.7884615384615384
1.0,0.8653846153846154,1.0
