Confidence Level,EasyOCR WER
0.0,2.7017543859649122
0.1,1.9649122807017543
0.2,1.263157894736842
0.3,0.9649122807017544
0.4,0.9649122807017544
0.5,0.9649122807017544
0.6,1.0
0.7,1.0
0.8,1.0
0.9,1.0
1.0,1.0
